name,visits,lat,lon,zipcode
"Tom Thumb / 3757 Forest Ln, Dallas, TX, United States",667898,32.91083166,-96.85302396,75229
"Walmart Neighborhood Market / 2275 Gus Thomasson Rd, Dallas, TX, United States",1009405,32.83597548,-96.67636482,75228
"Aldi / 2926 S Buckner Blvd, Dallas, TX, United States",157170,32.76178665,-96.68120396,75227
"Fiesta Mart / 2951 S Buckner Blvd, Dallas, TX, United States",640692,32.76169464,-96.6843454,75227
"Walmart Neighborhood Market / 2827 S Buckner Blvd, Pleasant Grove, TX, United States",933642,32.75994356,-96.6844751,75227
"Tom Thumb / 5809 E Lovers Ln, Dallas, TX, United States",734068,32.85227535,-96.76704795,75225
"Tom Thumb / 7700 W Northwest Hwy, Dallas, TX, United States",461647,32.86416915,-96.77502011,75225
"Tom Thumb / 7000 Snider Plaza, Dallas, TX, United States",349486,32.85050414,-96.7872581,75225
"Tom Thumb / 4001 Villanova St, Dallas, TX, United States",215368,32.86367876,-96.80215705,75225
"Aldi / 2440 W Illinois Ave, Dallas, TX, United States",100161,32.71910282,-96.85806923,75224
"Kroger / 752 Wynnewood Village Shp Ctr, Dallas, TX, United States",951228,32.72580749,-96.83278496,75224
"Fiesta Mart / 9727 Webb Chapel Rd, Dallas, TX, United States",346426,32.86702599,-96.86607233,75220
"Fiesta Mart / 3460 Webb Chapel Ext, Dallas, TX, United States",202979,32.86416739,-96.86362977,75220
"Kroger / 4142 Cedar Springs Rd, Dallas, TX, United States",746987,32.8133494,-96.8121666,75219
"Tom Thumb / 3878 Oak Lawn Ave, Dallas, TX, United States",254268,32.81588991,-96.80082735,75219
"Total Wine & More / 3810 Congress Ave, Dallas, TX, United States",105192,32.80738082,-96.81096539,75219
"Whole Foods Market / 4100 Lomo Alto Dr,, Highland Park, TX, United States",601238,32.82046546,-96.8144575,75219
"Albertsons / Boise, ID, United States",866002,32.83401596,-96.69970478,75218
"Fiesta Mart / 11445 Garland Rd, Dallas, TX, United States",304356,32.85149788,-96.68208229,75218
"Fiesta Mart / 3030 S Lancaster Rd, Dallas, TX, United States",307140,32.71075901,-96.80298592,75216
"Tom Thumb / 6333 E Mockingbird Ln, Dallas, TX, United States",587736,32.83771638,-96.75445977,75214
"Tom Thumb / 7331 Gaston Ave, Dallas, TX, United States",360802,32.81317583,-96.72993705,75214
"Whole Foods Market / 2118 Abrams Rd, Dallas, TX, United States",717708,32.81583452,-96.75228103,75214
"Fiesta Mart / 3230 Martin Luther King Jr Blvd, Dallas, TX, United States",172033,32.77299371,-96.762097,75210
"Tom Thumb / 7117 Inwood Rd, Dallas, TX, United States",777909,32.84448677,-96.82264238,75209
"Trader Joe's / 5550 W Lovers Lane, Dallas, TX, United States",522236,32.85060019,-96.81822722,75209
"Aldi / 2505 Fort Worth Ave, Dallas, TX, United States",228110,32.75938775,-96.86364217,75208
"Fiesta Mart / 611 W Jefferson, Dallas, TX, United States",400719,32.74416507,-96.83307294,75208
"Tom Thumb / 315 S Hampton Rd, Dallas, TX, United States",1187239,32.74259313,-96.85843729,75208
"Kroger / 5665 E Mockingbird Ln, Dallas, TX, United States",1171144,32.83844189,-96.77097433,75206
"Trader Joe's / 2001 Greenville Ave, Dallas, TX, United States",723492,32.81487685,-96.77054362,75206
"Fiesta Mart / 5334 Ross Ave, Dallas, TX, United States",318889,32.80875873,-96.77071921,75204
"Kroger / 4241 Capitol Ave, Dallas, TX, United States",1036098,32.80658394,-96.78889162,75204
"Sprouts Farmers Market / 1800 N Henderson Ave, Dallas, TX, United States",298274,32.81114278,-96.77268864,75204
"Walmart Neighborhood Market / 2305 N Central Expy, Dallas, TX, United States",777810,32.80065942,-96.79411924,75204
"Whole Foods Market / 2510 McKinney Ave, Dallas, TX, United States",502927,32.79582439,-96.80164873,75201
"Kroger / 1919 Faithon P Lucas Sr Blvd, Mesquite, TX, United States",700035,32.74463693,-96.55365089,75181
"Fiesta Mart / 10121 E Lake June Rd., Dallas, TX, United States",155633,32.73545339,-96.65019854,75180
"Kroger / 11925 Elam Rd, Balch Springs, TX, United States",1010792,32.72032769,-96.62080223,75180
"Brookshire's / 1105 W South Commerce St, Wills Point, TX, United States",376972,32.707514,-96.01984088,75169
"Aldi / 401 N Highway 77, Waxahachie, TX, United States",178573,32.40698665,-96.84409843,75165
"H-E-B / 800 N Highway 77, Waxahachie, TX, United States",2515895,32.41196165,-96.83986576,75165
"Brookshire's / 1400 W Moore St, Terrell, TX, United States",461251,32.73893973,-96.29777876,75160
"Brookshire's / 105 E Ovilla Rd, Red Oak, TX, United States",433780,32.53062637,-96.81810724,75154
"Albertsons / 2828 Motley Dr, Mesquite, TX, United States",443939,32.80370788,-96.64562981,75150
"Aldi / 3635 Gus Thomasson Rd, Mesquite, TX, United States",185863,32.81340697,-96.63653233,75150
"Kroger / 3600 Gus Thomasson Rd, Mesquite, TX, United States",791646,32.81368495,-96.63338943,75150
"Sprouts Farmers Market / 1220 N Town E Blvd, Mesquite, TX, United States",350910,32.80872841,-96.61244188,75150
"Walmart Neighborhood Market / 915 N Town East Blvd, Mesquite, TX, United States",984304,32.81311855,-96.6099223,75150
"Albertsons / 1500 S Beltline Rd, Mesquite, TX, United States",490492,32.74532653,-96.5953343,75149
"Kroger / 525 N Galloway Ave, Mesquite, TX, United States",806810,32.77175189,-96.60054725,75149
"Tom Thumb / 1501 Pioneer Rd, Mesquite, TX, United States",1027462,32.74609872,-96.58626143,75149
"Walmart Neighborhood Market / 1951 Military Pkwy, Mesquite, TX, United States",1076636,32.76928475,-96.62845497,75149
"Brookshire's / 415 W Royall Blvd, Malakoff, TX, United States",291834,32.16962909,-96.01814282,75148
"Brookshire's / Fm 90 & Andrew Dr, Trinidad, TX, United States",657968,32.35483191,-96.10548148,75147
"Brookshire's / 210 S Seven Points Dr, Seven Points, TX, United States",281467,32.31921479,-96.21035404,75147
"Fiesta Mart / 1450 West Pleasant Run Rd., Lancaster, TX, United States",271006,32.60273113,-96.78730759,75146
"Walmart Neighborhood Market / 350 N Bluegrove Rd, Lancaster, TX, United States",505351,32.59075997,-96.78660391,75146
"Brookshire's / 2235 S Washington St, Kaufman, TX, United States",439876,32.56957856,-96.31289518,75142
"Brookshire's / 205 W Frank St, Grand Saline, TX, United States",222956,32.67288523,-95.7113502,75140
"Tom Thumb / 633 W Wheatland Rd, Duncanville, TX, United States",907138,32.64829553,-96.92279423,75137
"WinCo Foods / Duncanville, TX, United States",901696,32.64550629,-96.88868379,75137
"Aldi / 895 North FM 548, Forney, TX, United States",165205,32.75144236,-96.44442248,75126
"Brookshire's / 427 Pinson Rd, Forney, TX, United States",157207,32.75496871,-96.47035853,75126
"Kroger / 500 Marketplace Blvd, Forney, TX, United States",1252805,32.74880972,-96.45007892,75126
"H-E-B / 101 S Clay St, Ennis, TX, United States",760899,32.32396627,-96.63402523,75119
"Kroger / 200 W Camp Wisdom Rd, Duncanville, TX, United States",1099564,32.66067819,-96.90923089,75116
"Aldi / 102 W Pleasant Run Rd, DeSoto, TX, United States",106368,32.60319665,-96.85800205,75115
"Kroger / 1001 N Beckley Ave, Desoto, TX, United States",695466,32.60710418,-96.82552093,75115
"Tom Thumb / 210 E Pleasant Run Rd, Desoto, TX, United States",684807,32.6028655,-96.85564822,75115
"Walmart Neighborhood Market / 108 W Parkerville Rd, DeSoto, TX, United States",653646,32.57345343,-96.85775239,75115
"Aldi / Corsicana, TX, United States",97191,32.07003108,-96.5037938,75110
"H-E-B / 201 S 15th Street, Corsicana, TX, United States",1095094,32.09048589,-96.46668806,75110
"Albertsons / 427 E FM 1382, Cedar Hill, TX, United States",406549,32.59311076,-96.93519243,75104
"Aldi / 805 E Belt Line Rd, Cedar Hill, TX, United States",134652,32.59035444,-96.92477241,75104
"Kroger / 235 E FM 1382, Cedar Hill, TX, United States",840437,32.59846284,-96.93951322,75104
"Sprouts Farmers Market / 362 E FM 1382, Cedar Hill, TX, United States",367249,32.5925275,-96.9393248,75104
"Total Wine & More / 428 E, FM1382, Cedar Hill, TX, United States",388380,32.59093918,-96.93820607,75104
"Walmart Neighborhood Market / South Joe Wilson Road, Cedar Hill, Texas, United States",680713,32.58828739,-96.92457884,75104
"Brookshire's / 880 E Hwy 243, Canton, TX, United States",394360,32.54740756,-95.85057769,75103
"Aldi / 3463 E FM-544, Wylie, TX, United States",145438,33.01189478,-96.59267058,75094
"Sprouts Farmers Market / 207 E FM 544, Murphy, TX, United States",330917,33.01342901,-96.60829012,75094
"Walmart Neighborhood Market / 1400 McCreary Rd, Wylie, TX, United States",369350,33.0343296,-96.59348041,75094
"Kroger / 3305 Dallas Pkwy, Plano, TX, United States",783151,33.04761943,-96.83196451,75093
"Tom Thumb / 5968 W Parker Rd, Plano, TX, United States",340177,33.04295449,-96.82852979,75093
"Total Wine & More / 6401 W Plano Pkwy, Plano, TX, United States",277514,33.02974142,-96.83718214,75093
"Trader Joe's / 2400 Preston Rd, Plano, TX, United States",782323,33.02918845,-96.79280528,75093
"Walmart Neighborhood Market / 3312 Preston Rd, Plano, TX, United States",545642,33.04369681,-96.79220193,75093
"Whole Foods Market / 2201 Preston Rd, Plano, TX, United States",844325,33.02952376,-96.79691391,75093
"Walmart Neighborhood Market / 2210 N FM 1417, Sherman, TX, United States",705570,33.65561246,-96.64410281,75092
"Albertsons / 100 E Taylor St, Sherman, TX, United States",623461,33.65348071,-96.61384928,75090
"Aldi / 3201 US-75 N, Ste 104, Sherman, TX, United States",84908,33.67203225,-96.60708678,75090
"Kroger / 1820 N Loy Lake Rd, Sherman, TX, United States",795883,33.65624784,-96.60718807,75090
"Aldi / 3500 Lakeview Pkwy, Rowlett, TX, United States",178168,32.9061788,-96.56845513,75088
"Sprouts Farmers Market / 3001 Lakeview Pkwy, Rowlett, TX, United States",396873,32.90880719,-96.573387,75088
"Tom Thumb / 8805 Lakeview Pkwy, Rowlett, TX, United States",792921,32.92046815,-96.51637618,75088
"Walmart Neighborhood Market / 8800 Lakeview Pkwy, Rowlett, TX, United States",556364,32.91690992,-96.5155963,75088
"Aldi / 3251 N. Goliad Street, Rockwall, TX, United States",105221,32.96614069,-96.46541527,75087
"Kroger / 2935 Ridge Rd, Rockwall, TX, United States",1161614,32.8886962,-96.47095491,75087
"Kroger / 1950 N. Goliad St., Rockwall, TX, United States",697359,32.94959647,-96.46030939,75087
"Tom Thumb / 3070 N Goliad St, Rockwall, TX, United States",481168,32.96441415,-96.46246709,75087
"Walmart Neighborhood Market / 782 E Interstate 30, Rockwall, TX, United States",2052126,32.90198144,-96.46188324,75087
"Walmart Neighborhood Market / 850 W Rusk St, Rockwall, TX, United States",386845,32.931354,-96.46790431,75087
"Kroger / 6850 N Shiloh Rd, Garland, TX, United States",968985,32.9772988,-96.66381592,75082
"Aldi / 1549 E Belt Line Rd, Richardson, TX, United States",219793,32.94591556,-96.69647331,75081
"Whole Foods Market / 1411 E Renner Rd, Richardson, TX, United States",607468,32.99880518,-96.69871498,75081
"Sprouts Farmers Market / 1343 W Campbell Rd, Richardson, TX, United States",401092,32.97664447,-96.7648944,75080
"Tom Thumb / 1380 W Campbell Rd, Richardson, TX, United States",744286,32.98009548,-96.76690092,75080
"Tom Thumb / 3411 Custer Pkwy, Richardson, TX, United States",573979,32.99877197,-96.73066147,75080
"Tom Thumb / 819 Arapaho Rd, Richardson, TX, United States",315642,32.96138526,-96.74978809,75080
"Kroger / 1250 N Preston Rd, Prosper, TX, United States",1008626,33.24962735,-96.7822541,75078
"Tom Thumb / 2301 Justin Rd, Flower Mound, TX, United States",538358,33.07156194,-97.06389127,75077
"Walmart Neighborhood Market / 1515 Justin Rd, Lewisville, TX, United States",408861,33.07289889,-97.03821317,75077
"Whole Foods Market / 4041 Waller Creek, Highland Village, TX, United States",527555,33.0727529,-97.08468338,75077
"Brookshire's / 11205 N St Hwy 289, Pottsboro, TX, United States",355147,33.76544183,-96.67877411,75076
"Aldi / 2220 Coit Rd, Plano, TX, United States",74008,33.02800325,-96.7687299,75075
"Kroger / 2925 Custer Rd, Plano, TX, United States",937215,33.03881913,-96.73519651,75075
"Tom Thumb / 3100 Independence Pkwy, Plano, TX, United States",438697,33.03909807,-96.75234368,75075
"Walmart Neighborhood Market / Copper Creek Drive, Plano, Texas, United States",756104,33.03947211,-96.73137631,75075
"Aldi / 2400 K Ave, Plano, TX, United States",160485,33.02993582,-96.69858286,75074
"Fiesta Mart / 1200 E Parker Rd, Plano, TX, United States",390018,33.03706994,-96.69576809,75074
"Kroger / 4017 14th St, Plano, TX, United States",926593,33.01541733,-96.65563894,75074
"Tom Thumb / 2200 E 14th St, Plano, TX, United States",341964,33.0166946,-96.68351044,75074
"Total Wine & More / 721 Central Expy Ste 200, Plano, TX, United States",413219,33.01029454,-96.70967622,75074
"Walmart Neighborhood Market / 3513 E Park Blvd, Plano, TX, United States",543562,33.03249682,-96.66657575,75074
"Kroger / 12221 Custer Rd, Frisco, TX, United States",1306893,33.17714234,-96.73536328,75072
"Sprouts Farmers Market / 9241 Virginia Pkwy, McKinney, TX, United States",286735,33.20230453,-96.73519438,75072
"Tom Thumb / 6800 W Virginia Pkwy, McKinney, TX, United States",317251,33.20048543,-96.70633681,75072
"Albertsons / McKinney, TX, United States",324729,33.17074904,-96.63689905,75071
"Kroger / 1801 N Lake Forest Drive, McKinney, TX, United States",964201,33.21596234,-96.68132383,75071
"Kroger / 1707 W University Dr, McKinney, TX, United States",415067,33.21557516,-96.6328773,75071
"Trader Joe's / 2851 Craig Dr, Ste 100, McKinney, TX, United States",662565,33.17390506,-96.642871,75071
"Walmart Neighborhood Market / 3400 Virginia Pkwy, McKinney, TX, United States",387006,33.19741893,-96.66474052,75071
"WinCo Foods / 1800 N Graves St, McKinney, TX, United States",549013,33.21512699,-96.62664202,75071
"Aldi / 8801 Stacy Rd, McKinney, TX, United States",168999,33.15153553,-96.73062551,75070
"Kroger / 2901 Lake Forest Dr, McKinney, TX, United States",569210,33.17455426,-96.6818961,75070
"Tom Thumb / 3001 Hardin Blvd, McKinney, TX, United States",368664,33.16697332,-96.66321171,75070
"Aldi / 26617 US Hwy. 380 West, Providence Village, TX, United States",108464,33.22249165,-96.9596008,75068
"Aldi / 2650 Little Elm Pkwy, Little Elm, TX, United States",108203,33.16861041,-96.89264133,75068
"Kroger / 4650 W University Drive, Prosper, TX, United States",1021698,33.22088334,-96.87764297,75068
"Kroger / 2671 Little Elm Pkwy, Little Elm, TX, United States",952951,33.17047457,-96.89137475,75068
"Tom Thumb / 1075 FM 3040, Lewisville, TX, United States",404132,33.00687481,-97.01694611,75067
"Total Wine & More / 2325 S Stemmons Fwy, Lewisville, TX, United States",273585,33.00880285,-96.97898099,75067
"Tom Thumb / 4010 N MacArthur Blvd, Irving, TX, United States",854979,32.85986609,-96.95733997,75062
"Aldi / 2926 N Belt Line Rd, Irving, TX, United States",314370,32.84602694,-96.9912466,75061
"Fiesta Mart / 1145 W. Airport Fwy, Irving, TX, United States",383480,32.83834523,-96.96111939,75061
"Kroger / 2201 W Grauwyler Rd, Irving, TX, United States",1016286,32.8294447,-96.97470033,75061
"Aldi / 912 E Irving Blvd, Irving, TX, United States",187019,32.8115242,-96.93568766,75060
"Fiesta Mart / 975 E Irving Blvd, Irving, TX, United States",484024,32.81295255,-96.93500456,75060
"Kroger / 515 S MacArthur Blvd, Irving, TX, United States",1104613,32.80950087,-96.96100218,75060
"Kroger / 6805 Main St, The Colony, TX, United States",463741,33.09804485,-96.89382887,75056
"Aldi / 2601 W Bardin Rd, Grand Prairie, TX, United States",180065,32.67165052,-97.04513259,75052
"Kroger / 313 E Pioneer Pkwy, Grand Prairie, TX, United States",972019,32.70819718,-97.0010919,75052
"Kroger / 2525 W Interstate 20, Grand Prairie, TX, United States",870451,32.67346287,-97.04258579,75052
"Tom Thumb / 4215 S Carrier Pkwy, Grand Prairie, TX, United States",836363,32.6712334,-97.00334696,75052
"Albertsons / 215 N Carrier Pkwy, Grand Prairie, TX, United States",715438,32.7439073,-97.01817725,75051
"Aldi / 424 E Pioneer Pkwy, Grand Prairie, TX, United States",198517,32.71000485,-96.99963792,75051
"Kroger / 2608 W. FM 544, Wylie, TX, United States",1300018,33.00852098,-96.57517126,75048
"Kroger / 5190 Highway 78, Sachse, TX, United States",854422,32.96883558,-96.60376608,75048
"Tom Thumb / 921 Westgate Way, Wylie, TX, United States",379939,33.00645256,-96.55207187,75048
"Walmart Neighborhood Market / 6750 Murphy Rd, Sachse, TX, United States",385871,32.98309365,-96.61195032,75048
"Tom Thumb / 2645 Arapaho Rd, Garland, TX, United States",770334,32.96085143,-96.66705065,75044
"Albertsons / 5710 Broadway Blvd, Garland, TX, United States",430081,32.84609978,-96.59392815,75043
"Kroger / 532 W Interstate 30, Garland, TX, United States",681801,32.83761912,-96.59680309,75043
"Walmart Neighborhood Market / 3959 Broadway Blvd, Garland, TX, United States",647926,32.86473367,-96.60694173,75043
"Albertsons / 2165 E Buckingham Dr, Richardson, TX, United States",568478,32.93238789,-96.68380524,75042
"Aldi / 1518 Buckingham Rd, Garland, TX, United States",141565,32.93009368,-96.65102802,75042
"Fiesta Mart / Garland, TX, United States",364936,32.9322583,-96.7017997,75042
"Kroger / 1406 W Walnut St, Garland, TX, United States",911742,32.91450821,-96.64985362,75042
"Walmart Neighborhood Market / 1501 Buckingham Rd, Garland, TX, United States",863919,32.93252256,-96.69728956,75042
"Aldi / 1601 W Northwest Hwy, Garland, TX, United States",138092,32.86474948,-96.65193339,75041
"Tom Thumb / 925 Northwest Hwy, Garland, TX, United States",517187,32.8629226,-96.64167793,75041
"Walmart Neighborhood Market / 1855 S Garland Ave, Garland, TX, United States",569342,32.89656758,-96.64951561,75041
"WinCo Foods / 1122 W Centerville Rd, Garland, TX, United States",711515,32.85503558,-96.64385203,75041
"Tom Thumb / 2535 Firewheel Pkwy, Garland, TX, United States",921215,32.93744724,-96.60551987,75040
"Walmart Neighborhood Market / 101 W Buckingham Rd, Garland, TX, United States",756921,32.93197638,-96.6316026,75040
"Kroger / 7505 N Macarthur Blvd, Irving, TX, United States",1609336,32.9087248,-96.96104303,75039
"Total Wine & More / 7730 N MacArthur Blvd Suite A, Irving, TX, United States",247900,32.91168593,-96.95635064,75039
"Whole Foods Market / 6741 N Macarthur Blvd,, Irving, TX, United States",664885,32.90128365,-96.96023729,75039
"Kroger / 3612 N Belt Line Rd, Irving, TX, United States",921415,32.85510733,-96.99087583,75038
"Kroger / 3205 W Main St, Frisco, TX, United States",771999,33.15098552,-96.8618941,75036
"Kroger / 4851 Legacy Dr, Frisco, TX, United States",642818,33.11763031,-96.84159729,75036
"Sprouts Farmers Market / 2500 Eldorado Pkwy, Frisco, TX, United States",293610,33.17986571,-96.86755941,75036
"Tom Thumb / 5550 FM 423, Frisco, TX, United States",442976,33.12545196,-96.88878941,75036
"Aldi / 6951 Preston Rd, Frisco, TX, United States",131019,33.13604889,-96.80635264,75033
"Kroger / 7500 Preston Rd, Frisco, TX, United States",665343,33.14046659,-96.80265869,75033
"Sprouts Farmers Market / 5190 Preston Rd, Frisco, TX, United States",263019,33.12168176,-96.80274114,75033
"Tom Thumb / 4848 Preston Rd, Frisco, TX, United States",444933,33.11885518,-96.80380242,75033
"Tom Thumb / 551 Laurence Dr, Heath, TX, United States",644064,32.84154163,-96.47289199,75032
"Aldi / 1585 W Main St, Lewisville, TX, United States",175961,33.04276395,-97.03498567,75028
"Kroger / 2709 Cross Timbers Rd, Flower Mound, TX, United States",910604,33.03474614,-97.07221593,75028
"Kroger / 1101 Flower Mound Rd, Flower Mound, TX, United States",864659,33.00960742,-97.04692807,75028
"Sprouts Farmers Market / 2301 Cross Timbers Rd, Flower Mound, TX, United States",274245,33.03338143,-97.0643504,75028
"Tom Thumb / 745 Cross Timbers Rd, Flower Mound, TX, United States",357601,33.04104605,-97.03817277,75028
"WinCo Foods / 1288 W Main St, Lewisville, TX, United States",579630,33.04008862,-97.02586228,75028
"Kroger / 9700 Coit Road, Plano, Texas, United States",997170,33.10971289,-96.76641606,75025
"Kroger / 7100 Independence Pkwy, Plano, TX, United States",738099,33.07339642,-96.74859432,75025
"Tom Thumb / 7801 Alma Dr, Plano, TX, United States",366490,33.08327712,-96.71377875,75025
"Walmart Neighborhood Market / 8040 Independence Pkwy, Plano, TX, United States",459564,33.08699651,-96.74806716,75025
"Sprouts Farmers Market / 4100 E Legacy Dr, Plano, TX, United States",392516,33.06980923,-96.77318009,75024
"Tom Thumb / 3945 Legacy Dr, Plano, TX, United States",469317,33.07401999,-96.77059914,75024
"Total Wine & More / 8700 Preston Rd Ste 113, Plano, TX, United States",431165,33.09712075,-96.80136547,75024
"Tom Thumb / 4301 Cross Timbers Rd, Flower Mound, TX, United States",468102,33.03989166,-97.0977473,75022
"Walmart Neighborhood Market / 2800 Flower Mound Rd, Flower Mound, TX, United States",591686,33.01598168,-97.07197478,75022
"Albertsons / 200 W Crawford St, Denison, TX, United States",611317,33.7521236,-96.53778222,75020
"Kroger / 950 E Sandy Lake Rd, Coppell, TX, United States",863064,32.97076199,-96.96098569,75019
"Sprouts Farmers Market / 110 W Sandy Lake Rd Ste 100, Coppell, TX, United States",327252,32.97058157,-96.9955658,75019
"Tom Thumb / 106 N Denton Tap Rd, Coppell, TX, United States",617193,32.97062407,-96.9918516,75019
"Kroger / 1320 W McDermott Dr, Allen, TX, United States",658391,33.10251348,-96.7004815,75013
"Sprouts Farmers Market / 1265 W Exchange Parkway, Allen, TX, United States",273303,33.11424413,-96.69733073,75013
"Tom Thumb / 900 W McDermott Dr, Allen, TX, United States",396451,33.10223749,-96.68193983,75013
"Aldi / 6150 N. Josey Ln., Lewisville, TX, United States",117143,33.06161767,-96.88582425,75010
"Kroger / 4620 SH 121, Lewisville, TX, United States",1103283,33.06218925,-96.88913843,75010
"Brookshire's / 675 Sunset Blvd, Celina, TX, United States",251420,33.31298688,-96.77743056,75009
"Aldi / 3044 Old Denton Suite 200, Carrollton, TX, United States",156568,32.99757718,-96.90772689,75007
"Kroger / 4038 Old Denton Rd, Carrollton, TX, United States",1083889,33.01962957,-96.91331542,75007
"Sprouts Farmers Market / 1745 E Hebron Pkwy, Carrollton, TX, United States",336467,33.02551133,-96.88862004,75007
"Tom Thumb / 4112 N Josey, Carrollton, TX, United States",540951,33.02348033,-96.88335435,75007
"Walmart Neighborhood Market / 4025 Old Denton Rd, Carrollton, TX, United States",694228,33.01799737,-96.9161031,75007
"Albertsons / 2150 N Josey Ln, Carrollton, TX, United States",609261,32.97459813,-96.88854057,75006
"Fiesta Mart / 1235 S Josey Ln, Carrollton, TX, United States",300551,32.95013851,-96.8892588,75006
"WinCo Foods / 2620 N. Josey Lane, Carrollton, TX, United States",684632,32.98674093,-96.88902314,75006
"Aldi / 1730 N Greenville Ave, Allen, TX, United States",168094,33.1280876,-96.64500673,75002
"Kroger / 1210 N Greenville Ave, Allen, TX, United States",1072604,33.11589936,-96.64973354,75002
"Kroger / 1212 E Bethany Dr, Allen, TX, United States",975918,33.08265494,-96.64450853,75002
"Total Wine & More / The Village at Allen, 190 E Stacy Rd, Allen, TX, United States",363276,33.12629954,-96.65972083,75002
"Walmart Neighborhood Market / Oak Tree Road, Allen, Texas, United States",540233,33.11384121,-96.62964945,75002
"Whole Foods Market / 105 Stacy Rd,, Fairview, TX, United States",723027,33.13106512,-96.6565738,75002
"Kroger / 3770 Belt Line Rd, Addison, TX, United States",699843,32.95054133,-96.85285428,75001
"Whole Foods Market / 5100 Belt Line Rd, Addison, TX, United States",591673,32.95328889,-96.82119218,75001
"Piggly Wiggly / 1001 E Shawntel Smith Blvd, Muldrow, OK, United States",165048,35.4055127,-94.58384966,74948
"Aldi / 1320 Lonnie Abbott Blvd, Ada, OK, United States",164272,34.79123147,-96.65863895,74820
"Aldi / 4640 N Kickapoo St, Shawnee, OK, United States",256283,35.37871115,-96.93056299,74804
"Aldi / 1000 E Prospect Ave, Ponca City, OK, United States",151016,36.73769464,-97.07182253,74604
"Aldi / 436 West Shawnee Bypass, Muskogee, OK, United States",263679,35.77092599,-95.36681656,74403
"Walmart Neighborhood Market / 800 E Main St, Locust Grove, OK, United States",617582,36.19869971,-95.15822794,74352
"Aldi / 8221 E 61st St, Suite S, Tulsa, OK, United States",187026,36.0764941,-95.88512998,74145
"Walmart Neighborhood Market / 9411 S Delaware Ave, Tulsa, OK, United States",498560,36.02764722,-95.94702772,74137
"Whole Foods Market / 9136 S Yale Ave, Tulsa, OK, United States",473201,36.03062989,-95.92363825,74137
"The Fresh Market / 8015 S Yale Ave, Tulsa, OK, United States",172206,36.04772325,-95.92079179,74136
"Sprouts Farmers Market / 4123 S Harvard Ave, Tulsa, OK, United States",471640,36.10300596,-95.93882418,74135
"Walmart Neighborhood Market / 3139 S Harvard Ave, Tulsa, OK, United States",557586,36.11751973,-95.9386041,74135
"Walmart Neighborhood Market / 1300 E Albany St, Broken Arrow, OK, United States",682744,36.07625146,-95.77579921,74134
"Aldi / 8207 E 103rd St S, Bixby, OK, United States",199792,36.01436839,-95.88427052,74133
"Sprouts Farmers Market / 10111 S Memorial Dr, Tulsa, OK, United States",349475,36.01616224,-95.88500574,74133
"Walmart Neighborhood Market / 4851 W Houston St, Broken Arrow, OK, United States",705203,36.0450994,-95.84912807,74133
"Walmart Neighborhood Market / 6606 E 81st St, Tulsa, OK, United States",612760,36.04494874,-95.90323519,74133
"WinCo Foods / 7130 S. Memorial Drive E., Tulsa, OK, United States",1456935,36.05955996,-95.88942054,74133
"Aldi / 8205 S Olympia Ave, Tulsa, OK, United States",268565,36.04498377,-96.0036494,74132
"Walmart Neighborhood Market / 3116 S Garnett Rd, Tulsa, OK, United States",959669,36.11822013,-95.85354508,74129
"Aldi / 12572 E 21st St, Tulsa, OK, United States",174964,36.13243857,-95.83403515,74128
"Walmart Neighborhood Market / 4720 E 21st St, Tulsa, OK, United States",879309,36.13183454,-95.92377829,74114
"Trader Joe's / 3702 S Peoria Ave, Tulsa, OK, United States",862914,36.10960695,-95.97595555,74105
"Walmart Neighborhood Market / 4404 S Peoria Ave, Tulsa, OK, United States",588501,36.09932567,-95.97708907,74105
"Whole Foods Market / 1401 E. 41st St., Tulsa, OK, United States",428819,36.10491847,-95.9733768,74105
"Aldi / 1188 N Perkins Rd, Stillwater, OK, United States",203838,36.1339275,-97.05259232,74075
"Sprouts Farmers Market / 909 W 6th Ave, Stillwater, OK, United States",369117,36.11528356,-97.07031302,74075
"Walmart Neighborhood Market / 2315 N Perkins Rd, Stillwater, OK, United States",912039,36.14559566,-97.04956019,74075
"Aldi / 101 W. Alexander Blvd., Sand Springs, OK, United States",312506,36.13601377,-96.11278208,74063
"Aldi / 9259 N. Owasso Expressway, Owasso, OK, United States",182432,36.28774039,-95.83955962,74055
"Sprouts Farmers Market / 9601 N 133rd E Ave, Owasso, OK, United States",331496,36.29441696,-95.8260325,74055
"Walmart Neighborhood Market / 11551 N 129th E Ave, Owasso, OK, United States",645699,36.32131262,-95.82882864,74055
"Walmart Neighborhood Market / 12912 E 86th St N, Owasso, OK, United States",539393,36.27659247,-95.82886883,74055
"Walmart Neighborhood Market / 11020 S Elm St, Jenks, OK, United States",494664,36.00369802,-95.97828817,74037
"Aldi / 2400 W Kenosha St, Broken Arrow, OK, United States",227967,36.06172032,-95.82088293,74012
"Sprouts Farmers Market / 851 E Hillside Dr, Broken Arrow, OK, United States",478903,36.06706699,-95.78127585,74012
"Walmart Neighborhood Market / 1770 S Elm Pl, Broken Arrow, OK, United States",506754,36.03333034,-95.7991778,74012
"Aldi / 2553 SE Washington Blvd, Bartlesville, OK, United States",236783,36.71123015,-95.9362311,74006
"Aldi / 5001 W Garriott Rd, Enid, OK, United States",222653,36.38992767,-97.93961111,73703
